iter	MAPE	MAE
939	0.2282230814	48384.23579
940	0.2282155262	48383.22784
941	0.2281995453	48381.4291
942	0.2281627118	48377.40996
943	0.2281547715	48376.07714
944	0.2281477545	48375.05021
945	0.2281355553	48373.04323
946	0.2281268448	48372.16219
947	0.2281192285	48371.38987
948	0.2281110458	48370.38885
949	0.2281040634	48369.63319
950	0.2280977696	48368.9572
951	0.2280912876	48368.27937
952	0.2280852536	48367.61075
953	0.2280729113	48365.97978
954	0.2280659234	48365.15376
955	0.2280590074	48364.4248
956	0.2280518604	48363.19683
957	0.2280447878	48361.98164
958	0.2280384556	48361.3194
959	0.2280302121	48360.27382
960	0.2280227864	48359.28176
961	0.2280161609	48358.56712
962	0.2279999219	48356.92858
963	0.2279582397	48351.97972
964	0.2279515263	48351.30564
965	0.2279388933	48349.86427
966	0.2279233294	48348.27892
967	0.2279134805	48347.23306
968	0.227907656	48346.59617
969	0.2279021598	48345.76873
970	0.2278913324	48344.64125
971	0.2278843995	48343.22529
972	0.2278770962	48342.24895
973	0.2278676964	48341.1229
974	0.2278535815	48339.67861
975	0.2278468668	48338.79226
976	0.22783847	48337.85799
977	0.2278324886	48337.24181
978	0.2278262212	48336.58044
979	0.2278185104	48335.55084
980	0.2278146425	48335.06256
981	0.2278082171	48333.94688
982	0.2278008448	48332.95779
983	0.2277952771	48332.37918
984	0.227784953	48330.96402
985	0.2277766669	48329.99294
986	0.2277670917	48328.62536
987	0.2277621266	48327.87514
988	0.2277561253	48327.03613
989	0.2277506581	48326.47573
990	0.2277458756	48325.97237
991	0.2277364427	48325.09347
992	0.2277296571	48324.14775
993	0.2277068766	48321.10911
994	0.2276986853	48319.89436
995	0.2276914097	48318.73697
996	0.2276860778	48317.88088
997	0.2276733189	48316.55516
998	0.2276651945	48315.6566
999	0.2276551692	48314.31564
